SeqID,SSG_ID,GroupSize,FirstCall,LastCall,SequenceLength_calls,NormalisedPosition_percent,StableIPI_ms,WithinCV,LeftFlankRatio,RightFlankRatio,AnchorDistance_m,NearestDistance_m,AnchorSameWithinSSG,AnchorSwitchWithinSSG,ConditionName
4240,161,2,74,75,250,29.8,9.45246855543855,0.0448159138097603,1.71329148442791,1.80435476397449,0.271744016032245,0.271744016032245,1,0,two_targets_moving_anchor_random
4240,162,2,113,114,250,45.4,13.4850801844401,0.0203028908091721,1.27426264883086,1.31352230691769,0.386927997219915,0.386927997219915,1,0,two_targets_moving_anchor_random
4240,163,2,208,209,250,83.4,12.1896799879356,0.0159149925027086,1.69431562510351,1.74862656568698,0.349643266545504,0.349643266545504,1,0,two_targets_moving_anchor_random
4248,164,2,47,48,105,45.2380952380952,8.33557975548467,0.0407937455239474,1.21138104564231,1.46809724512662,0.239497818133276,0.239497818133276,1,0,two_targets_moving_anchor_random
4259,165,2,115,116,248,46.5725806451613,12.0060012883235,0.0440713289823455,1.23711123555376,2.19697833998351,0.346076020598971,0.346076020598971,1,0,two_targets_moving_anchor_random
4259,166,2,232,233,248,93.75,23.6418666319791,0.0389274773415096,1.24175760691444,1.75038396171819,0.681940945568918,0.681940945568918,1,0,two_targets_moving_anchor_random
4275,167,2,15,16,23,67.3913043478261,9.62278496122134,0.0414919182968443,1.31471002639466,1.34828601918735,0.277552031863555,0.277552031863555,1,0,two_targets_moving_anchor_random
4312,168,2,20,21,28,73.2142857142857,8.86597554026955,0.0446409240605942,1.22835372734193,1.53090062653982,0.254654777236615,0.254654777236615,1,0,two_targets_moving_anchor_random
4350,169,2,54,55,80,68.125,32.5775524343036,0.0283057599996498,1.27664257057477,1.22077097195361,0.951520059415319,0.694465186483173,0,1,two_targets_moving_anchor_random
4358,170,2,19,20,53,36.7924528301887,12.9633803605252,0.0482027877704057,1.44772027354899,1.22884746174738,0.375535883812518,0.338653787861586,0,1,two_targets_moving_anchor_random
4401,171,2,22,23,65,34.6153846153846,17.8844250369607,0.0345740000839114,1.66186414082864,1.4076930774287,0.513173369748892,0.513173369748892,1,0,two_targets_moving_anchor_random
4401,172,2,27,28,65,42.3076923076923,12.3030554345275,0.0375880216595625,1.76343889898457,1.50530644919065,0.353667564926798,0.353667564926798,1,0,two_targets_moving_anchor_random
4401,173,2,31,32,65,48.4615384615385,8.65984936092153,0.0337114726422811,1.96421577600901,1.79646904908643,0.248916972713642,0.248916972713642,1,0,two_targets_moving_anchor_random
4401,174,3,46,48,65,72.3076923076923,6.4291066107373,0.0473466831234129,1.35281793853602,1.4493215851642,0.186698860846806,0.186698860846806,1,0,two_targets_moving_anchor_random
4403,175,2,21,22,250,8.6,19.6430507150902,0.0478017420962399,1.61424785050773,1.42171888094584,0.564698087141413,0.564698087141413,1,0,two_targets_moving_anchor_random
4403,176,2,51,52,250,20.6,12.248362169161,0.0449421321403955,1.42084568899042,1.45434360637719,0.351412682403397,0.351412682403397,1,0,two_targets_moving_anchor_random
4403,177,2,62,63,250,25,12.5062235901811,0.0404834303644513,1.43192733220383,1.52069720294576,0.359406212972124,0.359406212972124,1,0,two_targets_moving_anchor_random
4403,178,2,84,85,250,33.8,13.200783669423,0.0305037394786632,1.39911506730917,1.45744826110128,0.378978073288839,0.378978073288839,1,0,two_targets_moving_anchor_random
4403,179,2,87,88,250,35,13.9895773902686,0.0295633713239705,1.37527093688748,1.40229802268424,0.401616439515177,0.401616439515177,1,0,two_targets_moving_anchor_random
4403,180,2,131,132,250,52.6,10.7536947581466,0.0357856008312257,2.19973452756323,2.16663674321576,0.309111616098568,0.309111616098568,1,0,two_targets_moving_anchor_random
4403,181,2,147,148,250,59,15.0199780553799,0.0466517236515624,1.2411915000806,1.2300027826781,0.432019490888207,0.432019490888207,1,0,two_targets_moving_anchor_random
4403,182,2,178,179,250,71.4,15.6859129902205,0.0416404817569416,1.27721642811594,1.27593162016348,0.450523606562183,0.450523606562183,1,0,two_targets_moving_anchor_random
4403,183,2,201,202,250,80.6,10.6962408206199,0.0389592995829429,2.19692196508876,2.22933434269294,0.307453836915471,0.307453836915471,1,0,two_targets_moving_anchor_random
4403,184,2,205,206,250,82.2,12.3861504045928,0.0209969605157774,1.77479127597834,1.74405335955446,0.355317345547424,0.355317345547424,1,0,two_targets_moving_anchor_random
4403,185,2,212,213,250,85,14.8552796873946,0.0492021063089651,1.22356941474679,1.2248097334498,0.426739256376585,0.426739256376585,1,0,two_targets_moving_anchor_random
4403,186,2,247,248,250,99,12.7071948760901,0.032845468370371,1.46427389889863,1.4333676303629,0.365222518511159,0.365222518511159,1,0,two_targets_moving_anchor_random
