Response,Phi,BinIndex,DistanceBinMid_m,DistanceBinStart_m,DistanceBinEnd_m,NumRows,MeanValue,SDValue,MedianValue,Q1,Q3,IQR,P10,P90,P10P90Width
CallRate_Hz,0.5,16,4.13333333333333,4,4.26666666666667,25,6.39703319180393,0.125295103026656,6.40815406185336,6.28861022229873,6.50913107460377,0.220520852305039,6.24281329618127,6.57933341642824,0.336520120246971
CallRate_Hz,0.5,17,4.4,4.26666666666667,4.53333333333333,17,6.02562970317993,0.103469776758992,6.03414024041567,5.95333667843986,6.07860033227671,0.125263653836854,5.8727488794189,6.17746724497162,0.30471836555272
CallRate_Hz,1,1,0.133333333333333,0,0.266666666666667,158,103.569239397503,27.0354503352737,102.432892625023,82.5198722130729,120.509582786503,37.9897105734297,69.2002024145018,145.11232279178,75.9121203772783
CallRate_Hz,1,2,0.4,0.266666666666667,0.533333333333333,198,58.6729013593737,16.0256749808495,55.1797404036367,46.7203227231692,68.8216094587881,22.1012867356189,40.1845059312414,82.6153359158429,42.4308299846014
CallRate_Hz,1,3,0.666666666666667,0.533333333333333,0.8,117,32.1966151400432,5.37677740042309,31.2999288081692,27.9844038457034,35.324976070149,7.34057222444562,26.6745349816325,39.7093429902712,13.0348080086386
CallRate_Hz,1,4,0.933333333333333,0.8,1.06666666666667,85,22.3750183255029,2.3381576629566,21.9842264093785,20.9400832267308,24.163944023502,3.2238607967712,19.525500981209,25.5580218675807,6.03252088637173
CallRate_Hz,1,5,1.2,1.06666666666667,1.33333333333333,59,17.9209798722903,1.44422497782895,17.8994985967096,16.8946419534562,18.9527684941179,2.05812654066163,16.0782064954916,19.8705003225274,3.79229382703575
CallRate_Hz,1,6,1.46666666666667,1.33333333333333,1.6,59,14.7904260403987,1.09695338956717,14.7184211246399,14.0605906704457,15.7499575016749,1.68936683122917,13.2965971485292,16.1278015427467,2.83120439421748
CallRate_Hz,1,7,1.73333333333333,1.6,1.86666666666667,45,12.2819881093497,0.698917489013863,12.2632592327928,11.7799230954686,12.7367160634113,0.956792967942691,11.5434277301061,13.1962595348728,1.65283180476671
CallRate_Hz,1,8,2,1.86666666666667,2.13333333333333,38,10.872387672877,0.571849279239872,10.8425635381252,10.5158004814092,11.3182690541846,0.802468572775345,10.1003063531708,11.5788898309283,1.47858347775748
CallRate_Hz,1,9,2.26666666666667,2.13333333333333,2.4,37,9.62559949712845,0.375998028337301,9.59851793383244,9.28417965213727,9.97408886869288,0.689909216555616,9.1778001351273,10.0698553501106,0.892055214983271
CallRate_Hz,1,10,2.53333333333333,2.4,2.66666666666667,32,8.75631207117243,0.314967516827586,8.77238321000362,8.47983234818237,8.93549613302084,0.455663784838467,8.35685588456733,9.23034836558143,0.873492481014098
