SweepName,Response,ConditionValue,DistanceBinMid_m,N,Mean_ms,SD_ms,Median_ms,Q1_ms,Q3_ms
phi,Tb_ms,0,3.33333333333333,34,96.2431463430235,2.32508019088419,96.3503955150748,94.0364447502379,98.539690711979
phi,Tb_ms,0,3.6,26,103.727490796075,2.68518965733816,103.070466643756,101.299245025826,106.2040316243
phi,Tb_ms,0,3.86666666666667,32,110.932123522519,2.70521604804014,110.457771525023,108.430409354971,113.55453915182
phi,Tb_ms,0,4.13333333333333,21,118.95458585255,2.01042867359848,119.393935704991,117.578723260077,120.29890635029
phi,Tb_ms,0,4.4,21,125.916532304532,2.36140855813429,125.730674821214,123.765715396534,128.428618049275
phi,Tb_ms,0,4.66666666666667,6,132.081061560251,1.61361630707147,131.605852041856,130.711701587266,133.053667034919
phi,Tb_ms,0.5,0.133333333333333,197,7.08254739174517,1.4325035078638,6.93949915618212,6.00531685520769,7.99415322006711
phi,Tb_ms,0.5,0.4,245,12.6002643106506,2.61318491000283,12.4480189322979,10.4617167414367,14.5733718752189
phi,Tb_ms,0.5,0.666666666666667,141,21.4694292212063,2.79003648235184,21.2927431606897,19.25146028905,23.8382072488304
phi,Tb_ms,0.5,0.933333333333333,99,30.8021501260533,2.6187224969046,30.883374747768,28.8931181948865,32.6875215773083
phi,Tb_ms,0.5,1.2,71,39.6294107435215,2.62067050249422,39.5693193130134,37.6403501384905,41.6016013887466
phi,Tb_ms,0.5,1.46666666666667,68,47.976355004331,3.00976577605449,47.5807466808724,45.6789846385955,50.9002416557454
phi,Tb_ms,0.5,1.73333333333333,48,56.6596107303843,2.61090876153359,57.1112954104229,54.3695432095229,58.5342897993918
phi,Tb_ms,0.5,2,47,64.0270404668582,2.3532053451927,63.2289645445301,61.9631159026764,66.424296994287
phi,Tb_ms,0.5,2.26666666666667,39,71.912203378251,2.43569235195574,71.3499038611108,69.7647928674902,74.1102848214239
phi,Tb_ms,0.5,2.53333333333333,42,80.7136158086541,2.4981844141698,80.8599113090032,78.4558151057907,82.8517737453502
phi,Tb_ms,0.5,2.8,31,87.117348409529,2.57249734327321,87.0149038659146,85.3341102359596,89.2311392571002
phi,Tb_ms,0.5,3.06666666666667,40,95.3566663713504,2.33046893587432,95.2523681690492,93.7887964913195,97.2397200716337
phi,Tb_ms,0.5,3.33333333333333,27,103.026722235652,2.58477855535808,102.518106083243,100.951314783071,105.681230617259
phi,Tb_ms,0.5,3.6,25,110.19099864715,2.01453368389664,110.182801171364,108.874556979302,111.409950284884
phi,Tb_ms,0.5,3.86666666666667,26,117.050769909497,2.44368746905194,116.559205840707,114.850099380289,118.08272214988
